raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokemon Mega Greninja ex Premium Collection,Mega Greninja ex Premium Collection,884751,0.95,mapped,54.90
Pokemon Mega Zygarde ex Premium Collection,Mega Zygarde ex Premium Collection,873312,0.95,mapped,65.00
Pokemon Meowscarada Battle figuuri,,,0.97,null_mapped,22.90
Pokemon Mew pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon Mewtwo Battle figuuri,,,0.97,null_mapped,22.90
Pokemon Minccino figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,16.90
Pokemon Mini Tin June,,860568,0.45,undecided,14.95
Pokemon Monferno Battle figuuri,,,0.97,null_mapped,13.90
Pokemon Mudkip pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon Paldean Fates Tech Sticker Collection Case (12),,745547,0.60,undecided,949.11
Pokemon Pangoro Battle figuuri,,,0.97,null_mapped,22.90
Pokemon Pehmo 20cm Fuecoco,,,0.97,null_mapped,24.90
Pokemon Phantasmal Flames booster,Phantasmal Flames Booster,846729,0.94,mapped,8.00
Pokemon Pichu Clip-on maskotti pehmo,,,0.97,null_mapped,15.95
Pokemon Pikachu 25v. juhlamalli,,,0.97,null_mapped,22.90
Pokemon Pikachu 9-pocket - iso A4 kansio korteille,,,0.97,null_mapped,23.95
Pokemon Pikachu A5 - kansio korteille,,,0.97,null_mapped,13.95
Pokemon Pikachu Clip-on maskotti reppuun,,,0.97,null_mapped,15.95
"Pokemon Pikachu Naamiaisasu Koko M, Noin 7-8v",,,0.97,null_mapped,29.90
"Pokemon Pikachu Naamiaisasu Koko S, Noin 4-6v",,,0.97,null_mapped,29.90
Pokemon Pikachu Panta Korvilla,,,0.97,null_mapped,12.90
Pokemon Pikachu Pehmolelu 20cm,,,0.97,null_mapped,24.90
Pokemon Pikachu Pehmolelu Hymyilevä 20cm,,,0.97,null_mapped,24.90
Pokemon Pikachu Pehmoreppu,,,0.97,null_mapped,32.90
Pokemon Pikachu digitaalinen LED Rannekello,,,0.97,null_mapped,19.90
Pokemon Pikachu figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,16.90
Pokemon Pikachu pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon Pikachu suuri pehmolelu 48cm,,,0.97,null_mapped,65.90
Pokemon Piplup pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon Poke Ball - vyö Squirtle,,,0.97,null_mapped,43.50
Pokemon Poké Ball Clip 'n' Go Fennekin -vyösetti,,,0.97,null_mapped,35.90
Pokemon Poké Ball Clip 'n' Go Pikachu - vyö ja laukku setti,,,0.97,null_mapped,54.90
Pokemon Poké Ball Clip 'n' Go Pikachu -vyösetti,,,0.97,null_mapped,35.90
Pokemon Poké Ball Clip 'n' Go leikkisetti vyöllä - Eevee,,,0.97,null_mapped,38.90
Pokemon Poké Ball Clip 'n' Go leikkisetti vyöllä - Quaxly,,,0.97,null_mapped,38.90
Pokemon Pokéball Tin Autumn 2024 1 of 5 Random Selection,,,0.92,null_mapped,26.32
Pokemon Quadsire pehmolelu 30cm,,,0.97,null_mapped,34.90
Pokemon Quaxly pehmolelu 20cm,,,0.97,null_mapped,23.90
Pokemon Raichu pehmolelu 30cm,,,0.97,null_mapped,34.90
Pokemon Rockruff pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon SV10: Destined Rivals Booster kortti pakkaus,Destined Rivals Booster,818570,0.92,mapped,11.95
Pokemon SV10: Destined Rivals booster display 36kpl,Destined Rivals Booster Box,818574,0.94,mapped,389.95
Pokemon SV7: Stellar Crown Elite Trainer Box Terapagos,Stellar Crown Elite Trainer Box,776336,0.90,mapped,115.00
"Pokemon Scarlet & Violet 9 Journey Together keräilykortit, 1kpl",Journey Together Booster,805575,0.90,mapped,9.99
Pokemon Scarlet & Violet Prismatic Evolutions Elite Trainer Box Eevee,Prismatic Evolutions Elite Trainer Box,798930,0.92,mapped,199.00
Pokemon Scarlet & Violet SV9 A4 - iso kansio korteille,,,0.97,null_mapped,21.95
Pokemon Scarlet & Violet: Surging Sparks,Surging Sparks Booster,784945,0.88,mapped,7.90
Pokemon Scarlet and Violet Stellar Crown A5 - kansio korteille,,,0.97,null_mapped,13.95
Pokemon Shinx figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,16.90
Pokemon Shrouded Fable 3-Pack Blister Pecharunt,Shrouded Fable: Pecharunt 3-Pack Blister,770957,0.95,mapped,26.32
"Pokemon Skeleridge Epic suuri figuuri 27,5cm",,,0.97,null_mapped,35.90
Pokemon Sleeping Plush 12 cm pehmo (lajitelma),,,0.97,null_mapped,17.99
Pokemon Snorlax Clip-on maskotti pehmo,,,0.97,null_mapped,15.95
"Pokemon Special edition figuuri 3-Pack - Charizard, Eevee ja Sirfetch'd",,,0.97,null_mapped,32.90
Pokemon Sprigatito figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,18.90
Pokemon Squirtle Clip-on maskotti pehmo,,,0.97,null_mapped,15.95
Pokemon Squishmallows Happy Pikachu 35 cm pehmo,,,0.97,null_mapped,39.99
Pokemon Surging Sparks Booster,Surging Sparks Booster,784945,0.94,mapped,7.00
Pokemon Swablu figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,16.90
Pokemon TCG - 30th Anniversary First Partner Vol. 1 - Display Case (Yksinkertaistettu Kiina),30th Anniversary Celebration Simplified Chinese: Original Partner Card Set Vol.1,876867,0.85,mapped,139.95
