raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokémon TCG: Scarlet & Violet 6 Twilight Masquerade - Collector's Kit,,,0.85,null_mapped,15.90
Pokémon TCG: Scarlet & Violet 6 Twilight Masquerade - Sleeved booster,Twilight Masquerade Sleeved Booster,761218,0.95,mapped,4.80
Pokémon TCG: Scarlet & Violet 6.5 Shrouded Fable - Booster,Shrouded Fable Booster,770953,0.95,mapped,5.20
Pokémon TCG: Scarlet & Violet 6.5 Shrouded Fable - Booster Bundle,Shrouded Fable Booster Bundle Version 1,770954,0.90,mapped,35.90
Pokémon TCG: Scarlet & Violet 7 Stellar Crown - Booster,Stellar Crown Booster,776321,0.95,mapped,4.80
Pokémon TCG: Scarlet & Violet 7 Stellar Crown - Booster Display box,Stellar Crown Booster Box,776325,0.95,mapped,148.90
Pokémon TCG: Scarlet & Violet 7 Stellar Crown - Sleeved booster,Stellar Crown Sleeved Booster,776322,0.95,mapped,4.90
Pokémon TCG: Scarlet & Violet 8 Surging Sparks - Booster,Surging Sparks Booster,784945,0.95,mapped,6.90
Pokémon TCG: Scarlet & Violet 8 Surging Sparks - Booster display box,Surging Sparks Booster Box,784949,0.95,mapped,229.90
Pokémon TCG: Scarlet & Violet 8 Surging Sparks - Half Booster box,Surging Sparks Booster Box (18 Boosters),784951,0.95,mapped,139.90
Pokémon TCG: Scarlet & Violet 8 Surging Sparks - Sleeved booster,Surging Sparks Sleeved Booster,784946,0.95,mapped,7.50
Pokémon TCG: Scarlet & Violet 8.5 Prismatic Evolutions - Booster,Prismatic Evolutions Booster,798923,0.95,mapped,9.50
Pokémon TCG: Scarlet & Violet 8.5 Prismatic Evolutions - Booster Bundle,Prismatic Evolutions Booster Bundle,798924,0.95,mapped,76.90
Pokémon TCG: Scarlet & Violet 9 Journey Together - Booster,Journey Together Booster,805575,0.95,mapped,6.40
Pokémon TCG: Scarlet & Violet 9 Journey Together - Booster display box,Journey Together Booster Box,805579,0.95,mapped,194.90
Pokémon TCG: Scarlet & Violet 9 Journey Together - Enchanted Booster display box,Journey Together Enhanced Booster Box,805580,0.90,mapped,239.90
Pokémon TCG: Scarlet & Violet 9 Journey Together - Sleeved Booster,Journey Together Sleeved Booster,805576,0.95,mapped,6.75
Pokémon TCG: Scarlet & Violet Journey Together Boosterpakkaus,Journey Together Booster,805575,0.90,mapped,9.95
Pokémon TCG: Scarlet & Violet base booster,Scarlet & Violet Booster,692088,0.95,mapped,5.38
Pokémon TCG: Secret Wonders Booster,Secret Wonders Booster (5 Cards),562444,0.85,mapped,265.00
Pokémon TCG: Shadow Rider Calyrex VMAX League Battle Deck -Lahjapakkaus,Shadow Rider Calyrex VMAX League Battle Deck,650945,0.95,mapped,67.95
Pokémon TCG: Shining Legends Booster,Shining Legends Booster,301163,0.95,mapped,60.00
Pokémon TCG: Sword & Shield Crown Zenith - Booster,Crown Zenith Booster,683006,0.95,mapped,6.40
