raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Paldea Evolved Booster Box,Paldea Evolved Booster Box,703156,0.92,mapped,4999.00
Paldea Evolved Booster Pack,Paldea Evolved Booster,703155,0.94,mapped,7.00
Paldea Evolved Build & Battle Box,Paldea Evolved Build & Battle Box,703173,0.94,mapped,80.00
Paldea Evolved Elite Trainer Box,Paldea Evolved Elite Trainer Box,703175,0.92,mapped,225.00
Paldean Fates Booster Pack,Paldean Fates Booster,745544,0.94,mapped,12.00
Panini FIFA 365 Adrenalyn XL -4 korttipaketin laatikko 2026 Nordic Edition,,,0.98,null_mapped,9.95
Panini FIFA 365 Adrenalyn XL -aloituspakkaus (jalkapallokortit) 2026 Nordic Edition,,,0.98,null_mapped,12.95
Panini FIFA 365 Adrenalyn XL -jalkapallokortit 2026 Nordic Edition,,,0.98,null_mapped,2.00
Panini FIFA 365 Adrenalyn XL -lahjalaatikko 2026 Nordic Edition gift box,,,0.98,null_mapped,28.95
Panini FIFA 365 Adrenalyn XL -tasku metallirasia 2026 Nordic Edition,,,0.98,null_mapped,9.95
Panini FIFA 365 Adrenalyn XL Mega metallirasia 2026 Nordic Edition,,,0.98,null_mapped,19.95
Panini Fifa 365 Adrenalyn Excellence Box 2026,,,0.98,null_mapped,50.00
Panini Fifa 365 Adrenalyn XL -Multipack 2026 Nordic Edition,,,0.98,null_mapped,9.95
Panini Fifa 365 Adrenalyn XL -pencil tin rasia 2026 Nordic Edition,,,0.98,null_mapped,15.95
Panini Top Class Euroleague  Basketball 2026 keräilykortit,,,0.98,null_mapped,3.00
Panini Top Class Euroleague Basketball 2026 keräilykortit aloituspakkaus,,,0.98,null_mapped,12.95
Panini Top Class Euroleague Fat Pack Basketball 2026 keräilykortit,,,0.98,null_mapped,10.00
Panta Pikachu korvat,,,0.98,null_mapped,12.50
Paradox Rift 6x Booster laatikko,Paradox Rift 6 Booster Box Case,729189,0.90,mapped,1650.00
Paradox Rift Booster Box,Paradox Rift Booster Box,728718,0.94,mapped,200.00
Paradox Rift Booster Box (36 Boosteria),Paradox Rift Booster Box,728718,0.94,mapped,154.95
Paradox Rift Booster Pack,Paradox Rift Booster,728716,0.94,mapped,6.00
Perfect Order Booster Box,Perfect Order Booster Box,865408,0.94,mapped,220.00
Perfect Order Booster Pack,Perfect Order Booster,865410,0.94,mapped,6.50
Perfect Order Sleeved Booster Pack,Perfect Order Sleeved Booster,865409,0.94,mapped,6.50
Perfect order Booster Bundle,Perfect Order Booster Bundle,865404,0.94,mapped,49.50
Phantasmal Flames - Ultra Premium Collection Mega Charizard X,Mega Charizard X ex Ultra-Premium Collection,846718,0.93,mapped,249.00
Phantasmal Flames Booster Box,Phantasmal Flames Booster Box,846746,0.94,mapped,360.00
Phantasmal Flames Booster Pack,Phantasmal Flames Booster,846729,0.94,mapped,10.00
Phantasmal Flames Mini Portfolio,,,0.95,null_mapped,7.90
Phantasmal Flames: Sneasel 3-Pack,Phantasmal Flames: Sneasel 3-Pack Blister,846739,0.95,mapped,29.90
Phantasmal Flames: Weavile 3-Pack,Phantasmal Flames: Weavile 3-Pack Blister,846740,0.95,mapped,29.90
Pikachu Fancy Dress M 7-8v.,,,0.97,null_mapped,29.90
Pikachu Fancy Dress S 4-6v.,,,0.97,null_mapped,29.90
Pikachu V-Union Card Frame Collection Box (Simplified Chinese),Pikachu V-UNION Card Frame Collection Box,825502,0.88,mapped,31.79
Pikachu korvat,,,0.97,null_mapped,11.95
Pikachu pehmolelu 20cm,,,0.97,null_mapped,22.95
Pitch Black Booster,Pitch Black Booster,885547,0.94,mapped,7.00
Pitch Black Booster Box,Pitch Black Booster Box,885545,0.94,mapped,240.00
Pitch Black Booster Bundle,Pitch Black Booster Bundle,885539,0.94,mapped,49.50
Pitch Black Booster Display,Pitch Black Booster Box,885545,0.88,mapped,188.50
Pitch Black Booster Pack,Pitch Black Booster,885547,0.94,mapped,7.00
Pitch Black Build & Battle box,Pitch Black Build & Battle Box,885540,0.94,mapped,49.85
Pitch Black Elite Trainer Box,Pitch Black Elite Trainer Box,885542,0.94,mapped,74.90
Pitch Black Elite Trainer Box Tehdaslaatikko,Pitch Black 10 Elite Trainer Box Case,885529,0.90,mapped,849.50
Poke BST Bundle ME05 REL 17/7,Pitch Black Booster Bundle,885539,0.88,mapped,40.50
Poke Blister 3P ME05 REL 17/7,,885533,0.70,undecided,23.50
Poke Box Premium EX REL 3/7,,884751,0.40,undecided,69.00
Poke First Partner Collection Box 2 19/6,First Partner Illustration Collection Series 2,882852,0.86,mapped,27.00
Poke First Partner Collection Box 3 7/8,First Partner Illustration Collection Series 3,888922,0.86,mapped,27.00
Poke Kiosk Blister ME05 REL 17/7,,885534,0.60,undecided,6.75
Poke ME05 Booster REL 17/7,Pitch Black Booster,885547,0.92,mapped,6.75
Poke ME05 Checklane REL 17/7,,885534,0.55,undecided,8.50
