raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokémon First Partner Illustration Collection Series 2,First Partner Illustration Collection Series 2,882852,0.94,mapped,39.90
Pokémon First Partner Illustration Collection Series 3,First Partner Illustration Collection Series 3,888922,0.94,mapped,44.90
Pokémon Future Flash Japanese Booster (sv4M),Future Flash Booster,732594,0.94,mapped,3.90
Pokémon Future Flash Japanese Booster Box,Future Flash Booster Box,732596,0.94,mapped,110.76
Pokémon GO Pin Collection—Bulbasaur,Pokémon GO Pin Collection—Bulbasaur,664333,0.94,mapped,39.90
Pokémon GO Pin Collection—Charmander,Pokémon GO Pin Collection—Charmander,664334,0.94,mapped,29.90
Pokémon GO Pin Collection—Squirtle,Pokémon GO Pin Collection—Squirtle,664335,0.94,mapped,29.90
Pokémon GO Premier Deck Holder Collection Dragonite VSTAR Pokémon TCG Pokeball,Pokémon GO Premier Deck Holder Collection—Dragonite VSTAR,664332,0.94,mapped,99.00
Pokémon GO Premium Collection Radiant Eevee,Pokémon GO: Premium Collection—Radiant Eevee,653709,0.94,mapped,125.00
Pokémon GO: Collection—Alolan Exeggutor V,Pokémon GO: Collection—Alolan Exeggutor V,653708,0.94,mapped,49.90
Pokémon Gem Pack Vol. 5 Booster,CBB5C: Gem Pack Vol. 5 Booster,880327,0.94,mapped,3.11
Pokémon Gem Pack Vol. 5 Booster Box,CBB5C: Gem Pack Vol. 5 Booster Box,880331,0.94,mapped,47.73
Pokémon Glory of Team Rocket Booster (Korea),,,0.85,null_mapped,2.79
Pokémon Glory of Team Rocket Japanese Booster (sv10),The Glory of Team Rocket Booster,818037,0.94,mapped,4.70
Pokémon Glory of Team Rocket Japanese Booster Box (sv10),The Glory of Team Rocket Booster Box,818039,0.94,mapped,127.41
Pokémon Heat Wave Arena Japanese Booster Box (sv9a),Heat Wave Arena Booster Box,810652,0.94,mapped,111.47
Pokémon Heat Wave Arena Japanese booster (sv9a),Heat Wave Arena Booster,810651,0.94,mapped,3.90
Pokémon Heat Wave Korean Booster,,,0.85,null_mapped,2.79
Pokémon Indomaret Promo Booster,,,0.85,null_mapped,7.90
Pokémon Inferno X Japanese Booster (M2),Inferno X Booster,845911,0.94,mapped,4.70
Pokémon Inferno X Japanese Booster Box (M2),Inferno X Booster Box,845910,0.94,mapped,119.44
Pokémon League Battle Deck Ice Rider Calyrex,Ice Rider Calyrex VMAX League Battle Deck,650946,0.94,mapped,49.90
Pokémon Lumiose City Mini Tin - Emboar,Lumiose City: Emboar Mini Tin,878508,0.94,mapped,14.99
Pokémon Lumiose City Mini Tin - Feraligatr,Lumiose City: Feraligatr Mini Tin,878509,0.94,mapped,14.99
Pokémon Lumiose City Mini Tin - Gallade,Lumiose City: Gallade Mini Tin,878510,0.94,mapped,14.99
Pokémon Lumiose City Mini Tin - Meganium,Lumiose City: Meganium Mini Tin,878507,0.94,mapped,14.99
Pokémon Lumiose City Mini Tin - Salamence,Lumiose City: Salamence Mini Tin,878506,0.94,mapped,14.99
"Pokémon ME04 Chaos Rising Booster -keräilykortit, 36-PACK",Chaos Rising Booster Box,877295,0.94,mapped,250.00
Pokémon Mask of Change Japanese Booster (sv6),Mask of Change Booster,761215,0.94,mapped,3.90
Pokémon Mask of Change Korean Booster,,,0.85,null_mapped,2.79
Pokémon McDonald’s 25th Anniversary Booster,McDonald's Collection 25th Anniversary Booster,550931,0.94,mapped,6.90
Pokémon McDonald’s Match Battle 2022 Booster,McDonald's Match Battle 2022 Booster,670465,0.94,mapped,6.90
Pokémon McDonald’s Match Battle 2023 Booster,McDonald's Match Battle 2023 Booster,725417,0.94,mapped,6.90
Pokémon Mega Battle Deck Mega Lucario keräilykortti pakkaus,Mega Lucario ex League Battle Deck,877299,0.85,mapped,64.95
