raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
,,,0.20,undecided,89.00
151 Alakazam ex Collection,151 Alakazam ex Collection,719699,0.97,mapped,159.00
151 Booster Pack,151 Booster,719694,0.88,mapped,17.00
3d kortti bambi aamun koitteessa,,,0.98,null_mapped,2.95
3d kortti delffiinit,,,0.98,null_mapped,2.95
3d kortti hevoset,,,0.98,null_mapped,2.95
3d kortti just visiting,,,0.98,null_mapped,2.95
3d kortti jääkarhut,,,0.98,null_mapped,2.95
3d kortti kevät hevoset,,,0.98,null_mapped,2.95
3d kortti kolme kotkaa,,,0.98,null_mapped,2.95
3d kortti makaava tiikeri,,,0.98,null_mapped,2.95
3d kortti marsut,,,0.98,null_mapped,2.95
3d kortti merileijonat,,,0.98,null_mapped,2.95
3d kortti merirosvo,,,0.98,null_mapped,2.95
3d kortti mermaid magic,,,0.98,null_mapped,2.95
3d kortti moon landing,,,0.98,null_mapped,2.95
3d kortti motherly,,,0.98,null_mapped,2.95
3d kortti orcas,,,0.98,null_mapped,2.95
3d kortti pandat,,,0.98,null_mapped,2.95
3d kortti papukaijat,,,0.98,null_mapped,2.95
3d kortti pinkki poni,,,0.98,null_mapped,2.95
3d kortti possut,,,0.98,null_mapped,2.95
3d kortti simpanssit,,,0.98,null_mapped,2.95
3d kortti suloinen hylje,,,0.98,null_mapped,2.95
3d kortti tamma ja varsa,,,0.98,null_mapped,2.95
3d kortti vuokkokala,,,0.98,null_mapped,2.95
3d kortti vuokkokalat,,,0.98,null_mapped,2.95
3d livelife postcards - cats,,,0.98,null_mapped,2.95
3d livelife postcards - safari smilesby,,,0.98,null_mapped,2.95
Ascended Heroes Booster Bundle,Ascended Heroes Booster Bundle,860578,0.96,mapped,106.50
Ascended Heroes Booster Bundle Display,Ascended Heroes Booster Bundle Display,873607,0.96,mapped,1245.00
Ascended Heroes Booster Pack,Ascended Heroes Booster,860562,0.95,mapped,17.00
Ascended Heroes Bundle Display,Ascended Heroes Booster Bundle Display,873607,0.92,mapped,13999.00
Astral Radiance Booster Box,Astral Radiance Booster Box,611352,0.94,mapped,5199.00
Astral Radiance Booster Pack,Astral Radiance Booster,611350,0.95,mapped,10.00
BOX BREAK: Pokémon & Lorcana,,,0.98,null_mapped,5.90
BOX BREAK: Pokémon SV6.5 & SV7 & Japanese 151,,,0.98,null_mapped,5.90
BOX BREAK: Pokémon SV6: Twilight Masquerade Booster,,,0.98,null_mapped,3.98
BOX BREAK: Pokémon SV8.5 Prismatic Evolutions & Evolving Skies,,,0.98,null_mapped,12.90
Battle Styles Booster Box,Battle Styles Booster Box,527430,0.94,mapped,4199.00
Black Bolt Booster Bundle,Black Bolt Booster Bundle,824107,0.95,mapped,40.00
Black Bolt Booster Pack,Black Bolt Booster,824086,0.90,mapped,15.00
Brainrot Album + 1 foilpack Wave 3 keräilykortit,,,0.97,null_mapped,11.99
Brainrot Collectible Cards 5-pack Wave 3 keräilykortit,,,0.97,null_mapped,2.99
Brainrot albumi sisältää korttipakan,,,0.97,null_mapped,14.95
Chaos Rising Booster Box,Chaos Rising Booster Box,877295,0.95,mapped,220.00
Chaos Rising Booster Box Case,Chaos Rising 6 Booster Box Case,877281,0.90,mapped,1350.00
Chaos Rising Booster Display Box,Chaos Rising Booster Box,877295,0.93,mapped,209.50
Chaos Rising Booster Pack,Chaos Rising Booster,877296,0.96,mapped,7.00
