raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Jouluteemainen Mysteerituote,,,0.95,null_mapped,11.87
Journey Together 6x Booster laatikko,Journey Together 6 Booster Box Case,805582,0.92,mapped,1680.00
Journey Together Booster Box,Journey Together Booster Box,805579,0.96,mapped,200.00
Journey Together Booster Pack,Journey Together Booster,805575,0.96,mapped,7.00
Journey Together Enhanced Booster laatikko,Journey Together Enhanced Booster Box,805580,0.92,mapped,299.50
Journey together Booster,Journey Together Booster,805575,0.95,mapped,7.95
K-pop demon hunter tarra albumi  2 blind,,,0.98,null_mapped,7.95
KPOP Demon Hunters keräilykortit 5 kpl,,,0.98,null_mapped,3.49
KPOP Demon Hunters keräilykortit 8 kpl,,,0.98,null_mapped,8.49
Kangaskhan ex Battle Deck,Kangaskhan ex Battle Deck,723924,0.96,mapped,24.90
Kaskem PITCH BLACK Rip&Ship (17.7.2026),,,0.97,null_mapped,3.90
Kaskem Rip&Ship (1.6.2026),,,0.97,null_mapped,4.90
Keräilykansio ja korttipakka Pokemon,,,0.90,null_mapped,12.90
Kutsukortit valko-kultainen 8kpl,,,0.99,null_mapped,2.95
LEGO Pokemon 30729 Priimapallo,,,0.99,null_mapped,3.95
LEGO Pokemon 30730 Kouluttajan tarvikepakkaus,,,0.99,null_mapped,3.95
LEGO Pokemon 72150 Munchlax hahmoa,,,0.99,null_mapped,84.95
LEGO Pokemon 72151 Eevee V29,,,0.99,null_mapped,69.95
LEGO Pokemon 72152 Pikachu ja Pokepallo,,,0.99,null_mapped,219.00
LEGO Pokemon 72160 Arcanine,,,0.99,null_mapped,119.00
LEGO Pokemon Eevee,,,0.99,null_mapped,69.90
LEGO Pokemon Pikachu ja Poképallo,,,0.99,null_mapped,245.00
Lasten naamiaisasu Pikachu-puku 7-8 v,,,0.99,null_mapped,28.95
Lasten naamiaisasu Pokemon Eevee 7-8v,,,0.99,null_mapped,39.90
Lorcana azurite sea booster sarja 6,,,0.98,null_mapped,14.95
Lorcana shimmering skies starter deck,,,0.98,null_mapped,14.95
Lorcana shimmering skies starter set,,,0.98,null_mapped,14.95
Lost Origin Booster Pack,Lost Origin Booster,665527,0.93,mapped,20.00
Lumiose City: Emboar Mini Tin,Lumiose City: Emboar Mini Tin,878508,0.97,mapped,14.90
Lumiose City: Feraligatr Mini Tin,Lumiose City: Feraligatr Mini Tin,878509,0.97,mapped,14.90
Lumiose City: Gallade Mini Tin,Lumiose City: Gallade Mini Tin,878510,0.97,mapped,14.90
Lumiose City: Meganium Mini Tin,Lumiose City: Meganium Mini Tin,878507,0.97,mapped,14.90
Lumiose City: Salamence Mini Tin,Lumiose City: Salamence Mini Tin,878506,0.97,mapped,14.90
MEGA Pokemon Bulbasaur,,,0.97,null_mapped,33.50
MEGA Pokemon Center,,,0.97,null_mapped,106.00
MEGA Pokemon Pikachu,,,0.97,null_mapped,33.50
MTG: Teenage Mutant Ninja Turtles Commander Deck keräilykortit,,,0.98,null_mapped,79.90
MTG: Teenage Mutant Ninja Turtles Play Booster keräilykortit,,,0.98,null_mapped,6.49
Magic The Gathering Avatar: The Last Airbender Beginner Box keräilykortit,,,0.98,null_mapped,29.90
Magic The Gathering Avatar: The Last Airbender Scene Box keräilykortit,,,0.98,null_mapped,30.03
Magic The Gathering Secrets of Strixhaven Bundle keräilykortit,,,0.98,null_mapped,59.90
Magic The Gathering Secrets of Strixhaven Collector Booster keräilykortit,,,0.98,null_mapped,29.90
Magic The Gathering Secrets of Strixhaven Commander Deck keräilykortit,,,0.98,null_mapped,49.90
Magic The Gathering Secrets of Strixhaven Draft Night keräilykortit,,,0.98,null_mapped,96.90
Magic The Gathering Secrets of Strixhaven Play Booster keräilykortit,,,0.98,null_mapped,5.49
Magic the Gathering Final Fantasy Commander Deck,,,0.98,null_mapped,67.90
Magic the Gathering Foundations Starter Collection keräilykortit,,,0.98,null_mapped,59.90
Magic the Gathering Marvel Super Heroes Beginner Box keräilykortit,,,0.98,null_mapped,32.90
Magic the Gathering Marvel Super Heroes Bundle keräilykortit,,,0.98,null_mapped,69.90
Magic the Gathering Marvel Super Heroes Commander keräilykortit,,,0.98,null_mapped,61.90
Magic the Gathering Marvel Super Heroes Draft Night keräilykortit,,,0.98,null_mapped,129.90
