raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokémon TCG: Black Bolt Booster,Black Bolt Booster,824086,0.95,mapped,5.38
Pokémon TCG: Blackout Theme Deck Sealed (UK print 1999-2000),Base Set: Blackout Theme Deck,286492,0.95,mapped,400.00
Pokémon TCG: Brushfire Theme Deck Sealed (UK print 1999-2000),Base Set: Brushfire Theme Deck,286491,0.95,mapped,400.00
Pokémon TCG: Chaos Rising booster,Chaos Rising Booster,877296,0.95,mapped,5.38
Pokémon TCG: Cosmic Eclipse Booster,Cosmic Eclipse Booster,398444,0.85,mapped,55.00
Pokémon TCG: Cosmic Eclipse Booster (Art set),,,0.85,null_mapped,230.00
Pokémon TCG: Crimson Invasion Sleeved Booster,Crimson Invasion Booster,301170,0.85,mapped,25.00
Pokémon TCG: Darkness Ablaze - Sleeved Booster,Darkness Ablaze Booster,462244,0.85,mapped,18.90
Pokémon TCG: Detective Pikachu Booster,Detective Pikachu Booster,370625,0.95,mapped,19.04
Pokémon TCG: Enhanced 2-pack Blister (Vileplume),Enhanced 2-Pack Blister: Vileplume,876862,0.95,mapped,15.06
Pokémon TCG: First partner collection box series 3 (julkaisupäivä 7.8.2026),First Partner Illustration Collection Series 3,888922,0.95,mapped,42.95
Pokémon TCG: Fusion Strike Sleeved Booster,Fusion Strike Sleeved Booster,674709,0.95,mapped,10.28
Pokémon TCG: HS Undaunted Booster,Undaunted Booster,271875,0.85,mapped,250.00
Pokémon TCG: Ice Rider Calyrex VMAX League Battle Deck -Lahjapakkaus,Ice Rider Calyrex VMAX League Battle Deck,650946,0.95,mapped,55.00
Pokémon TCG: Knockout collection 2022,,722922,0.45,undecided,24.90
Pokémon TCG: Lost Thunder Sleeved Booster,Lost Thunder Booster,363268,0.85,mapped,85.00
Pokémon TCG: Lumiose City Mini Tin – Emboar,Lumiose City: Emboar Mini Tin,878508,0.95,mapped,19.90
Pokémon TCG: Lumiose City Mini Tin – Feraligatr,Lumiose City: Feraligatr Mini Tin,878509,0.95,mapped,19.90
Pokémon TCG: Lumiose City Mini Tin – Gallade,Lumiose City: Gallade Mini Tin,878510,0.95,mapped,19.90
Pokémon TCG: Lumiose City Mini Tin – Meganium,Lumiose City: Meganium Mini Tin,878507,0.95,mapped,19.90
Pokémon TCG: Lumiose City Mini Tin – Salamence,Lumiose City: Salamence Mini Tin,878506,0.95,mapped,19.90
Pokémon TCG: ME03 Perfect Order - Booster,Perfect Order Booster,865410,0.95,mapped,6.00
Pokémon TCG: ME03 Perfect Order - Booster Display,Perfect Order Booster Box,865408,0.95,mapped,199.90
Pokémon TCG: ME03 Perfect Order - Sleeved Booster,Perfect Order Sleeved Booster,865409,0.95,mapped,6.20
Pokémon TCG: ME05 Pitch Black - Booster,Pitch Black Booster,885547,0.95,mapped,6.00
Pokémon TCG: ME05 Pitch Black Booster Box (MAX 1 kpl/asiakas),Pitch Black Booster Box,885545,0.95,mapped,199.90
Pokémon TCG: ME05 Pitch Black – Booster 3 kpl,Pitch Black Booster,885547,0.85,mapped,22.95
Pokémon TCG: ME05 Pitch Black – Boosterpakkaus,Pitch Black Booster,885547,0.95,mapped,10.95
Pokémon TCG: ME05 Pitch Black – Boosterpakkaus Slowpoke,Pitch Black: Slowpoke 1-Pack Blister,885534,0.95,mapped,7.90
Pokémon TCG: ME2 Phantasmal Flames - Booster,Phantasmal Flames Booster,846729,0.95,mapped,6.70
Pokémon TCG: ME2 Phantasmal Flames - Booster display box,Phantasmal Flames Booster Box,846746,0.95,mapped,259.90
Pokémon TCG: ME2 Phantasmal Flames - Sleeved booster,Phantasmal Flames Sleeved Booster,846730,0.95,mapped,6.90
Pokémon TCG: ME3 Perfect Order - Booster,Perfect Order Booster,865410,0.95,mapped,6.50
Pokémon TCG: ME3 Perfect Order - Booster display box,Perfect Order Booster Box,865408,0.95,mapped,219.90
Pokémon TCG: ME3 Perfect Order - Sleeved booster,Perfect Order Sleeved Booster,865409,0.95,mapped,5.60
Pokémon TCG: ME4 Chaos Rising - Booster,Chaos Rising Booster,877296,0.95,mapped,6.40
Pokémon TCG: ME4 Chaos Rising - Booster display box,Chaos Rising Booster Box,877295,0.95,mapped,229.90
Pokémon TCG: ME5 Pitch Black - Booster,Pitch Black Booster,885547,0.95,mapped,6.20
Pokémon TCG: ME5 Pitch Black - Booster bundle,Pitch Black Booster Bundle,885539,0.95,mapped,44.90
Pokémon TCG: ME5 Pitch Black - Booster display box,Pitch Black Booster Box,885545,0.95,mapped,219.90
Pokémon TCG: McDonalds Japanese Promo Pack 2025,McDonald's 2025 Japan Promo Pack,841997,0.95,mapped,31.79
Pokémon TCG: McDonald’s 2024 Dragon Discovery booster,McDonald's Dragon Discovery Booster,802822,0.95,mapped,6.90
Pokémon TCG: Mega Evolution - Booster display box,Mega Evolution Booster Box,834832,0.95,mapped,219.90
Pokémon TCG: Mega Evolution - Chaos Rising - Booster Display (36),Chaos Rising Booster Box,877295,0.95,mapped,219.90
Pokémon TCG: Mega Evolution - Poke Mini Album & booster,,,0.90,null_mapped,7.90
Pokémon TCG: Mega Evolution - Sleeved booster,Mega Evolution Sleeved Booster,834828,0.95,mapped,7.20
Pokémon TCG: Mega Evolution – Perfect Order 3-Pack Blister,,865398,0.50,undecided,19.80
Pokémon TCG: Mega Evolution – Perfect Order Booster,Perfect Order Booster,865410,0.95,mapped,5.95
Pokémon TCG: Mega Evolution – Perfect Order Elite Trainer Box,Perfect Order Elite Trainer Box,865406,0.95,mapped,65.70
Pokémon TCG: Mega Evolution – Perfect Order Premium Checklane Blister,,865400,0.50,undecided,9.30
Pokémon TCG: Mega Evolution – Perfect Order Sleeved Booster Pack,Perfect Order Sleeved Booster,865409,0.95,mapped,5.95
"Pokémon TCG: Mega Evolution-Chaos Rising Booster keräilykortit, 1kpl",Chaos Rising Booster,877296,0.95,mapped,9.99
Pokémon TCG: Mega Evolution-Perfect Order Booster Display Box,Perfect Order Booster Box,865408,0.95,mapped,250.00
Pokémon TCG: Mega Evolution-Perfect Order Boosteri,Perfect Order Booster,865410,0.95,mapped,9.99
Pokémon TCG: Mega Evolution-Perfect Order Checklane Boosterpakkaus,,865399,0.50,undecided,8.95
Pokémon TCG: Mega Evolution-Perfect Order Premium Checklane Boosterpakkaus,,865400,0.50,undecided,9.95
Pokémon TCG: Mega Evolution-Perfect Order boosteri lahjapakkaus,Perfect Order Build & Battle Box,865397,0.85,mapped,24.95
Pokémon TCG: Mega Moonlit Tin – Mega Clefable Ex,Mega Moonlit Tins: Mega Clefable ex Tin,878505,0.95,mapped,39.90
Pokémon TCG: Mega Moonlit Tin – Mega Gengar Ex,Mega Moonlit Tins: Mega Gengar ex Tin,878504,0.95,mapped,39.90
Pokémon TCG: Mega evolution 2.5 Ascended Heroes - Booster bundle,Ascended Heroes Booster Bundle,860578,0.85,mapped,79.90
Pokémon TCG: Mini Portfolio Mega Evolution (syksy 2025),,,0.90,null_mapped,12.95
Pokémon TCG: Morpeko V-Union Gift Box (S. Chinese),,,0.85,null_mapped,63.67
Pokémon TCG: Noble Victories Booster Blister,,,0.85,null_mapped,300.00
Pokémon TCG: Phantasmal Flames booster,Phantasmal Flames Booster,846729,0.95,mapped,5.38
Pokémon TCG: Poke Mini Album & booster,,,0.90,null_mapped,6.50
Pokémon TCG: Poke Mini Album & booster (Greninja & Lapras),,,0.90,null_mapped,6.50
Pokémon TCG: Poke Mini Album & booster Astral Radiance,,,0.90,null_mapped,8.90
Pokémon TCG: Poke Mini Album & booster Journey Together,,,0.90,null_mapped,7.90
Pokémon TCG: Poke Mini Album & booster Obsidian Flames,,,0.90,null_mapped,7.90
Pokémon TCG: Poke Mini Portfolio + Phantasmal Flames Booster,,,0.90,null_mapped,12.90
Pokémon TCG: S-Chinese Gem Pack Vol.2 Booster Box,CBB2C: Gem Pack Vol. 2 Booster Box,821700,0.95,mapped,63.67
Pokémon TCG: S-Chinese Gem Pack Vol.3 Booster,CBB3C: Gem Pack Vol. 3 Booster,845909,0.95,mapped,4.70
Pokémon TCG: S-Chinese Gem Pack Vol.3 Booster Box,CBB3C: Gem Pack Vol. 3 Booster Box,845908,0.95,mapped,79.60
Pokémon TCG: S-Chinese Gem Pack Vol.4 Booster,CBB4C: Gem Pack Vol. 4 Booster,866296,0.95,mapped,3.59
Pokémon TCG: S-Chinese Gem Pack Vol.4 Booster Box,CBB4C: Gem Pack Vol. 4 Booster Box,866295,0.95,mapped,47.73
Pokémon TCG: SV 4.5 Paldean fates - Booster bundle,Paldean Fates Booster Bundle,745565,0.95,mapped,35.90
Pokémon TCG: SV10 - Destined Rivals Booster,Destined Rivals Booster,818570,0.95,mapped,7.90
Pokémon TCG: SV10.5 Black Bolt - Booster,Black Bolt Booster,824086,0.95,mapped,7.20
Pokémon TCG: SV10.5 White Flare - Booster,White Flare Booster,824087,0.95,mapped,7.00
Pokémon TCG: Scarlet & Violet 1 - Booster,Scarlet & Violet Booster,692088,0.95,mapped,5.40
Pokémon TCG: Scarlet & Violet 1 - Booster display box,Scarlet & Violet Booster Box,692092,0.95,mapped,189.90
Pokémon TCG: Scarlet & Violet 10 Destined Rivals - Booster,Destined Rivals Booster,818570,0.95,mapped,9.90
Pokémon TCG: Scarlet & Violet 10 Destined Rivals - Booster display box,Destined Rivals Booster Box,818574,0.95,mapped,379.90
Pokémon TCG: Scarlet & Violet 10 Destined Rivals - Sleeved booster,Destined Rivals Sleeved Booster,818573,0.95,mapped,8.90
Pokémon TCG: Scarlet & Violet 10.5 Black bolt - Booster bundle,Black Bolt Booster Bundle,824107,0.95,mapped,44.90
Pokémon TCG: Scarlet & Violet 10.5 White flare - Booster bundle,White Flare Booster Bundle,824108,0.95,mapped,44.90
Pokémon TCG: Scarlet & Violet 2 Paldea Evolved - Booster,Paldea Evolved Booster,703155,0.95,mapped,4.80
Pokémon TCG: Scarlet & Violet 2 Paldea Evolved - Booster Display box,Paldea Evolved Booster Box,703156,0.95,mapped,153.90
Pokémon TCG: Scarlet & Violet 2 Paldea Evolved - Sleeved Booster,Paldea Evolved Sleeved Booster,703159,0.95,mapped,4.80
Pokémon TCG: Scarlet & Violet 3 Obsidian Flames - Booster,Obsidian Flames Booster,715466,0.95,mapped,4.80
Pokémon TCG: Scarlet & Violet 3.5 151 - Booster,151 Booster,719694,0.95,mapped,9.90
Pokémon TCG: Scarlet & Violet 3.5 151 - Booster Bundle,151 Booster Bundle,719695,0.95,mapped,69.90
Pokémon TCG: Scarlet & Violet 4 Paradox Rift - Sleeved booster,Paradox Rift Sleeved Booster,728743,0.95,mapped,4.80
Pokémon TCG: Scarlet & Violet 4 Paradox Rift - booster,Paradox Rift Booster,728716,0.95,mapped,5.20
Pokémon TCG: Scarlet & Violet 4 Paradox Rift - booster display box,Paradox Rift Booster Box,728718,0.95,mapped,179.90
Pokémon TCG: Scarlet & Violet 5 Temporal Forces - Booster Display box,Temporal Forces Booster Box,750403,0.95,mapped,169.90
Pokémon TCG: Scarlet & Violet 5 Temporal Forces - Sleeved booster,Temporal Forces Sleeved Booster,750400,0.95,mapped,4.80
Pokémon TCG: Scarlet & Violet 5 Temporal Forces - booster,Temporal Forces Booster,750399,0.95,mapped,5.50
Pokémon TCG: Scarlet & Violet 6 Twilight Masquerade - Booster,Twilight Masquerade Booster,761217,0.95,mapped,4.80
Pokémon TCG: Scarlet & Violet 6 Twilight Masquerade - Booster Display box,Twilight Masquerade Booster Box,761219,0.95,mapped,148.90
